Division,Gender,Age,Year,Provin,Value
Height,Female,70s,2012,Jeonnam,150.17
Height,Female,70s,2013,Jeonnam,150.23
Height,Female,70s,2014,Jeonnam,150.52
Height,Female,70s,2015,Jeonnam,150.70
Height,Female,70s,2016,Jeonnam,150.82
Height,Female,70s,2017,Jeonnam,150.94
Height,Female,70s,2018,Jeonnam,151.07
Height,Female,70s,2019,Jeonnam,151.07
Height,Female,70s,2012,Jeonbuk,149.69
Height,Female,70s,2013,Jeonbuk,149.62
Height,Female,70s,2014,Jeonbuk,149.87
Height,Female,70s,2015,Jeonbuk,150.04
Height,Female,70s,2016,Jeonbuk,150.38
Height,Female,70s,2017,Jeonbuk,150.49
Height,Female,70s,2018,Jeonbuk,150.61
Height,Female,70s,2019,Jeonbuk,150.61
Height,Female,70s,2012,Jeju,150.95
Height,Female,70s,2013,Jeju,151.07
Height,Female,70s,2014,Jeju,151.39
Height,Female,70s,2015,Jeju,151.37
Height,Female,70s,2016,Jeju,151.78
Height,Female,70s,2017,Jeju,151.66
Height,Female,70s,2018,Jeju,151.87
Height,Female,70s,2019,Jeju,151.87
Height,Female,70s,2012,Incheon,150.94
Height,Female,70s,2013,Incheon,151.08
Height,Female,70s,2014,Incheon,151.17
Height,Female,70s,2015,Incheon,151.27
Height,Female,70s,2016,Incheon,151.56
Height,Female,70s,2017,Incheon,151.45
Height,Female,70s,2018,Incheon,151.58
Height,Female,70s,2019,Incheon,151.58
Height,Female,70s,2012,Gyeongnam,150.54
Height,Female,70s,2013,Gyeongnam,150.67
Height,Female,70s,2014,Gyeongnam,150.83
Height,Female,70s,2015,Gyeongnam,151.05
Height,Female,70s,2016,Gyeongnam,151.26
Height,Female,70s,2017,Gyeongnam,151.29
Height,Female,70s,2018,Gyeongnam,151.42
Height,Female,70s,2019,Gyeongnam,151.42
Height,Female,70s,2012,Gyeonggi,150.91
Height,Female,70s,2013,Gyeonggi,151.06
Height,Female,70s,2014,Gyeonggi,151.18
Height,Female,70s,2015,Gyeonggi,151.35
Height,Female,70s,2016,Gyeonggi,151.60
Height,Female,70s,2017,Gyeonggi,151.60
Height,Female,70s,2018,Gyeonggi,151.68
Height,Female,70s,2019,Gyeonggi,151.68
Height,Female,70s,2012,Gyeongbuk,150.09
Height,Female,70s,2013,Gyeongbuk,150.12
Height,Female,70s,2014,Gyeongbuk,150.48
Height,Female,70s,2015,Gyeongbuk,150.44
Height,Female,70s,2016,Gyeongbuk,150.53
Height,Female,70s,2017,Gyeongbuk,150.64
Height,Female,70s,2018,Gyeongbuk,150.76
Height,Female,70s,2019,Gyeongbuk,150.76
Height,Female,70s,2012,Gwangju,151.27
Height,Female,70s,2013,Gwangju,151.34
Height,Female,70s,2014,Gwangju,151.55
Height,Female,70s,2015,Gwangju,151.85
Height,Female,70s,2016,Gwangju,151.98
Height,Female,70s,2017,Gwangju,151.99
Height,Female,70s,2018,Gwangju,152.05
Height,Female,70s,2019,Gwangju,152.05
Height,Female,70s,2012,Gangwon,150.04
Height,Female,70s,2013,Gangwon,150.20
Height,Female,70s,2014,Gangwon,150.29
Height,Female,70s,2015,Gangwon,150.51
Height,Female,70s,2016,Gangwon,150.67
Height,Female,70s,2017,Gangwon,150.63
Height,Female,70s,2018,Gangwon,150.72
Height,Female,70s,2019,Gangwon,150.72
Height,Female,70s,2012,Daejeon,150.86
Height,Female,70s,2013,Daejeon,150.84
Height,Female,70s,2014,Daejeon,151.18
Height,Female,70s,2015,Daejeon,151.22
Height,Female,70s,2016,Daejeon,151.61
Height,Female,70s,2017,Daejeon,151.44
Height,Female,70s,2018,Daejeon,151.63
Height,Female,70s,2019,Daejeon,151.63
Height,Female,70s,2012,Daegu,151.40
Height,Female,70s,2013,Daegu,151.50
Height,Female,70s,2014,Daegu,151.64
Height,Female,70s,2015,Daegu,151.66
Height,Female,70s,2016,Daegu,151.90
Height,Female,70s,2017,Daegu,151.79
Height,Female,70s,2018,Daegu,151.96
Height,Female,70s,2019,Daegu,151.96
Height,Female,70s,2012,Chungnam,149.56
Height,Female,70s,2013,Chungnam,149.63
Height,Female,70s,2014,Chungnam,149.84
Height,Female,70s,2015,Chungnam,149.91
Height,Female,70s,2016,Chungnam,150.19
Height,Female,70s,2017,Chungnam,150.22
Height,Female,70s,2018,Chungnam,150.35
Height,Female,70s,2019,Chungnam,150.35
Height,Female,70s,2012,Chungbuk,149.50
Height,Female,70s,2013,Chungbuk,149.56
Height,Female,70s,2014,Chungbuk,149.78
Height,Female,70s,2015,Chungbuk,149.96
Height,Female,70s,2016,Chungbuk,150.25
Height,Female,70s,2017,Chungbuk,150.32
Height,Female,70s,2018,Chungbuk,150.39
Height,Female,70s,2019,Chungbuk,150.39
Height,Female,70s,2012,Busan,151.69
Height,Female,70s,2013,Busan,151.94
Height,Female,70s,2014,Busan,152.00
Height,Female,70s,2015,Busan,152.10
Height,Female,70s,2016,Busan,152.24
Height,Female,70s,2017,Busan,152.16
Height,Female,70s,2018,Busan,152.29
Height,Female,70s,2019,Busan,152.29
Height,Female,60s,2012,Ulsan,154.22
Height,Female,60s,2013,Ulsan,153.92
Height,Female,60s,2014,Ulsan,154.30
Height,Female,60s,2015,Ulsan,154.23
Height,Female,60s,2016,Ulsan,154.36
Height,Female,60s,2017,Ulsan,154.37
Height,Female,60s,2018,Ulsan,154.57
Height,Female,60s,2019,Ulsan,154.57
Height,Female,60s,2012,Seoul,154.19
Height,Female,60s,2013,Seoul,154.19
Height,Female,60s,2014,Seoul,154.44
Height,Female,60s,2015,Seoul,154.49
Height,Female,60s,2016,Seoul,154.57
Height,Female,60s,2017,Seoul,154.47
Height,Female,60s,2018,Seoul,154.50
Height,Female,60s,2019,Seoul,154.50
Height,Female,60s,2012,Sejong,152.94
Height,Female,60s,2013,Sejong,153.09
Height,Female,60s,2014,Sejong,153.46
Height,Female,60s,2015,Sejong,153.70
Height,Female,60s,2016,Sejong,153.93
Height,Female,60s,2017,Sejong,154.10
Height,Female,60s,2018,Sejong,154.19
Height,Female,60s,2019,Sejong,154.19
Height,Female,60s,2012,Jeonnam,153.65
Height,Female,60s,2013,Jeonnam,153.61
Height,Female,60s,2014,Jeonnam,153.94
Height,Female,60s,2015,Jeonnam,153.98
Height,Female,60s,2016,Jeonnam,154.14
Height,Female,60s,2017,Jeonnam,154.16
Height,Female,60s,2018,Jeonnam,154.27
Height,Female,60s,2019,Jeonnam,154.27
Height,Female,60s,2012,Jeonbuk,153.32
Height,Female,60s,2013,Jeonbuk,153.19
Height,Female,60s,2014,Jeonbuk,153.48
Height,Female,60s,2015,Jeonbuk,153.60
Height,Female,60s,2016,Jeonbuk,153.69
Height,Female,60s,2017,Jeonbuk,153.71
Height,Female,60s,2018,Jeonbuk,153.84
Height,Female,60s,2019,Jeonbuk,153.84
Height,Female,60s,2012,Jeju,153.70
Height,Female,60s,2013,Jeju,153.62
Height,Female,60s,2014,Jeju,153.92
Height,Female,60s,2015,Jeju,154.02
Height,Female,60s,2016,Jeju,154.25
Height,Female,60s,2017,Jeju,154.27
Height,Female,60s,2018,Jeju,154.32
Height,Female,60s,2019,Jeju,154.32
Height,Female,60s,2012,Incheon,153.72
Height,Female,60s,2013,Incheon,153.79
Height,Female,60s,2014,Incheon,153.89
Height,Female,60s,2015,Incheon,153.96
Height,Female,60s,2016,Incheon,154.13
Height,Female,60s,2017,Incheon,154.03
Height,Female,60s,2018,Incheon,154.07
Height,Female,60s,2019,Incheon,154.07
Height,Female,60s,2012,Gyeongnam,153.91
Height,Female,60s,2013,Gyeongnam,153.95
Height,Female,60s,2014,Gyeongnam,154.19
Height,Female,60s,2015,Gyeongnam,154.30
Height,Female,60s,2016,Gyeongnam,154.43
Height,Female,60s,2017,Gyeongnam,154.44
Height,Female,60s,2018,Gyeongnam,154.47
Height,Female,60s,2019,Gyeongnam,154.47
Height,Female,60s,2012,Gyeonggi,153.83
Height,Female,60s,2013,Gyeonggi,153.82
Height,Female,60s,2014,Gyeonggi,154.06
Height,Female,60s,2015,Gyeonggi,154.12
Height,Female,60s,2016,Gyeonggi,154.22
Height,Female,60s,2017,Gyeonggi,154.18
Height,Female,60s,2018,Gyeonggi,154.22
Height,Female,60s,2019,Gyeonggi,154.22
Height,Female,60s,2012,Gyeongbuk,153.33
Height,Female,60s,2013,Gyeongbuk,153.34
Height,Female,60s,2014,Gyeongbuk,153.67
Height,Female,60s,2015,Gyeongbuk,153.71
Height,Female,60s,2016,Gyeongbuk,153.75
Height,Female,60s,2017,Gyeongbuk,153.80
Height,Female,60s,2018,Gyeongbuk,153.87
Height,Female,60s,2019,Gyeongbuk,153.87
Height,Female,60s,2012,Gwangju,154.33
Height,Female,60s,2013,Gwangju,154.28
Height,Female,60s,2014,Gwangju,154.57
Height,Female,60s,2015,Gwangju,154.66
Height,Female,60s,2016,Gwangju,154.71
Height,Female,60s,2017,Gwangju,154.69
Height,Female,60s,2018,Gwangju,154.69
Height,Female,60s,2019,Gwangju,154.69
Height,Female,60s,2012,Gangwon,153.13
Height,Female,60s,2013,Gangwon,153.15
Height,Female,60s,2014,Gangwon,153.44
Height,Female,60s,2015,Gangwon,153.51
Height,Female,60s,2016,Gangwon,153.66
Height,Female,60s,2017,Gangwon,153.56
Height,Female,60s,2018,Gangwon,153.67
Height,Female,60s,2019,Gangwon,153.67
Height,Female,60s,2012,Daejeon,153.84
Height,Female,60s,2013,Daejeon,153.77
Height,Female,60s,2014,Daejeon,154.21
Height,Female,60s,2015,Daejeon,154.25
Height,Female,60s,2016,Daejeon,154.46
Height,Female,60s,2017,Daejeon,154.32
Height,Female,60s,2018,Daejeon,154.41
Height,Female,60s,2019,Daejeon,154.41
Height,Female,60s,2012,Daegu,153.91
Height,Female,60s,2013,Daegu,153.95
Height,Female,60s,2014,Daegu,154.21
Height,Female,60s,2015,Daegu,154.17
Height,Female,60s,2016,Daegu,154.33
Height,Female,60s,2017,Daegu,154.25
Height,Female,60s,2018,Daegu,154.34
Height,Female,60s,2019,Daegu,154.34
Height,Female,60s,2012,Chungnam,153.06
Height,Female,60s,2013,Chungnam,153.04
Height,Female,60s,2014,Chungnam,153.48
Height,Female,60s,2015,Chungnam,153.42
Height,Female,60s,2016,Chungnam,153.56
Height,Female,60s,2017,Chungnam,153.50
Height,Female,60s,2018,Chungnam,153.63
Height,Female,60s,2019,Chungnam,153.63
Height,Female,60s,2012,Chungbuk,153.03
Height,Female,60s,2013,Chungbuk,153.04
Height,Female,60s,2014,Chungbuk,153.38
Height,Female,60s,2015,Chungbuk,153.43
Height,Female,60s,2016,Chungbuk,153.64
Height,Female,60s,2017,Chungbuk,153.61
Height,Female,60s,2018,Chungbuk,153.59
Height,Female,60s,2019,Chungbuk,153.59
Height,Female,60s,2012,Busan,154.23
Height,Female,60s,2013,Busan,154.37
Height,Female,60s,2014,Busan,154.47
Height,Female,60s,2015,Busan,154.54
Height,Female,60s,2016,Busan,154.61
Height,Female,60s,2017,Busan,154.55
Height,Female,60s,2018,Busan,154.60
Height,Female,60s,2019,Busan,154.60
Height,Female,50s,2012,Ulsan,156.33
Height,Female,50s,2013,Ulsan,156.28
Height,Female,50s,2014,Ulsan,156.46
Height,Female,50s,2015,Ulsan,156.59
Height,Female,50s,2016,Ulsan,156.77
Height,Female,50s,2017,Ulsan,156.78
Height,Female,50s,2018,Ulsan,156.98
Height,Female,50s,2019,Ulsan,156.98
Height,Female,50s,2012,Seoul,156.27
Height,Female,50s,2013,Seoul,156.37
Height,Female,50s,2014,Seoul,156.57
Height,Female,50s,2015,Seoul,156.73
Height,Female,50s,2016,Seoul,156.83
Height,Female,50s,2017,Seoul,156.75
Height,Female,50s,2018,Seoul,156.86
Height,Female,50s,2019,Seoul,156.86
Height,Female,50s,2012,Sejong,155.55
Height,Female,50s,2013,Sejong,155.59
Height,Female,50s,2014,Sejong,155.91
Height,Female,50s,2015,Sejong,156.33
Height,Female,50s,2016,Sejong,156.72
Height,Female,50s,2017,Sejong,156.63
Height,Female,50s,2018,Sejong,156.81
Height,Female,50s,2019,Sejong,156.81
Height,Female,50s,2012,Jeonnam,156.00
Height,Female,50s,2013,Jeonnam,156.06
Height,Female,50s,2014,Jeonnam,156.31
Height,Female,50s,2015,Jeonnam,156.44
Height,Female,50s,2016,Jeonnam,156.61
Height,Female,50s,2017,Jeonnam,156.53
Height,Female,50s,2018,Jeonnam,156.66
Height,Female,50s,2019,Jeonnam,156.66
Height,Female,50s,2012,Jeonbuk,155.82
Height,Female,50s,2013,Jeonbuk,155.79
Height,Female,50s,2014,Jeonbuk,156.03
Height,Female,50s,2015,Jeonbuk,156.22
Height,Female,50s,2016,Jeonbuk,156.36
Height,Female,50s,2017,Jeonbuk,156.31
Height,Female,50s,2018,Jeonbuk,156.44
Height,Female,50s,2019,Jeonbuk,156.44
Height,Female,50s,2012,Jeju,155.66
Height,Female,50s,2013,Jeju,155.69
Height,Female,50s,2014,Jeju,155.93
Height,Female,50s,2015,Jeju,156.06
Height,Female,50s,2016,Jeju,156.21
Height,Female,50s,2017,Jeju,156.16
Height,Female,50s,2018,Jeju,156.24
Height,Female,50s,2019,Jeju,156.24
Height,Female,50s,2012,Incheon,155.87
Height,Female,50s,2013,Incheon,155.96
Height,Female,50s,2014,Incheon,156.07
Height,Female,50s,2015,Incheon,156.25
Height,Female,50s,2016,Incheon,156.42
Height,Female,50s,2017,Incheon,156.35
Height,Female,50s,2018,Incheon,156.41
Height,Female,50s,2019,Incheon,156.41
Height,Female,50s,2012,Gyeongnam,156.29
Height,Female,50s,2013,Gyeongnam,156.38
Height,Female,50s,2014,Gyeongnam,156.58
Height,Female,50s,2015,Gyeongnam,156.72
Height,Female,50s,2016,Gyeongnam,156.87
Height,Female,50s,2017,Gyeongnam,156.83
Height,Female,50s,2018,Gyeongnam,156.87
Height,Female,50s,2019,Gyeongnam,156.87
Height,Female,50s,2012,Gyeonggi,155.99
Height,Female,50s,2013,Gyeonggi,156.05
Height,Female,50s,2014,Gyeonggi,156.26
Height,Female,50s,2015,Gyeonggi,156.42
Height,Female,50s,2016,Gyeonggi,156.54
Height,Female,50s,2017,Gyeonggi,156.50
Height,Female,50s,2018,Gyeonggi,156.57
Height,Female,50s,2019,Gyeonggi,156.57
Height,Female,50s,2012,Gyeongbuk,155.80
Height,Female,50s,2013,Gyeongbuk,155.91
Height,Female,50s,2014,Gyeongbuk,156.13
Height,Female,50s,2015,Gyeongbuk,156.27
Height,Female,50s,2016,Gyeongbuk,156.43
Height,Female,50s,2017,Gyeongbuk,156.35
Height,Female,50s,2018,Gyeongbuk,156.50
Height,Female,50s,2019,Gyeongbuk,156.50
Height,Female,50s,2012,Gwangju,156.52
Height,Female,50s,2013,Gwangju,156.58
Height,Female,50s,2014,Gwangju,156.84
Height,Female,50s,2015,Gwangju,156.97
Height,Female,50s,2016,Gwangju,157.07
Height,Female,50s,2017,Gwangju,156.94
Height,Female,50s,2018,Gwangju,157.06
Height,Female,50s,2019,Gwangju,157.06
Height,Female,50s,2012,Gangwon,155.41
Height,Female,50s,2013,Gangwon,155.53
Height,Female,50s,2014,Gangwon,155.71
Height,Female,50s,2015,Gangwon,155.86
Height,Female,50s,2016,Gangwon,156.04
Height,Female,50s,2017,Gangwon,155.95
Height,Female,50s,2018,Gangwon,156.10
Height,Female,50s,2019,Gangwon,156.10
Height,Female,50s,2012,Daejeon,156.24
Height,Female,50s,2013,Daejeon,156.30
Height,Female,50s,2014,Daejeon,156.63
Height,Female,50s,2015,Daejeon,156.76
Height,Female,50s,2016,Daejeon,156.94
Height,Female,50s,2017,Daejeon,156.79
Height,Female,50s,2018,Daejeon,156.90
Height,Female,50s,2019,Daejeon,156.90
Height,Female,50s,2012,Daegu,156.15
Height,Female,50s,2013,Daegu,156.26
Height,Female,50s,2014,Daegu,156.44
Height,Female,50s,2015,Daegu,156.52
Height,Female,50s,2016,Daegu,156.69
Height,Female,50s,2017,Daegu,156.58
Height,Female,50s,2018,Daegu,156.71
Height,Female,50s,2019,Daegu,156.71
Height,Female,50s,2012,Chungnam,155.62
Height,Female,50s,2013,Chungnam,155.74
Height,Female,50s,2014,Chungnam,155.99
Height,Female,50s,2015,Chungnam,156.14
Height,Female,50s,2016,Chungnam,156.22
Height,Female,50s,2017,Chungnam,156.15
Height,Female,50s,2018,Chungnam,156.22
Height,Female,50s,2019,Chungnam,156.22
Height,Female,50s,2012,Chungbuk,155.51
Height,Female,50s,2013,Chungbuk,155.64
Height,Female,50s,2014,Chungbuk,155.83
Height,Female,50s,2015,Chungbuk,155.92
Height,Female,50s,2016,Chungbuk,156.10
Height,Female,50s,2017,Chungbuk,155.97
Height,Female,50s,2018,Chungbuk,156.06
Height,Female,50s,2019,Chungbuk,156.06
Height,Female,50s,2012,Busan,156.32
Height,Female,50s,2013,Busan,156.46
Height,Female,50s,2014,Busan,156.64
Height,Female,50s,2015,Busan,156.78
Height,Female,50s,2016,Busan,156.92
Height,Female,50s,2017,Busan,156.84
Height,Female,50s,2018,Busan,156.94
Height,Female,50s,2019,Busan,156.94
Height,Female,40s,2012,Ulsan,158.28
Height,Female,40s,2013,Ulsan,158.57
Height,Female,40s,2014,Ulsan,158.54
Height,Female,40s,2015,Ulsan,158.90
Height,Female,40s,2016,Ulsan,159.15
Height,Female,40s,2017,Ulsan,159.21
Height,Female,40s,2018,Ulsan,159.41
Height,Female,40s,2019,Ulsan,159.41
Height,Female,40s,2012,Seoul,158.32
Height,Female,40s,2013,Seoul,158.89
Height,Female,40s,2014,Seoul,158.86
Height,Female,40s,2015,Seoul,159.34
Height,Female,40s,2016,Seoul,159.55
Height,Female,40s,2017,Seoul,159.56
Height,Female,40s,2018,Seoul,159.74
Height,Female,40s,2019,Seoul,159.74
Height,Female,40s,2012,Sejong,157.52
Height,Female,40s,2013,Sejong,158.32
Height,Female,40s,2014,Sejong,158.27
Height,Female,40s,2015,Sejong,158.92
Height,Female,40s,2016,Sejong,159.34
Height,Female,40s,2017,Sejong,159.33
Height,Female,40s,2018,Sejong,159.54
Height,Female,40s,2019,Sejong,159.54
Height,Female,40s,2012,Jeonnam,157.93
Height,Female,40s,2013,Jeonnam,158.32
Height,Female,40s,2014,Jeonnam,158.31
Height,Female,40s,2015,Jeonnam,158.65
Height,Female,40s,2016,Jeonnam,158.88
Height,Female,40s,2017,Jeonnam,158.86
Height,Female,40s,2018,Jeonnam,159.01
Height,Female,40s,2019,Jeonnam,159.01
Height,Female,40s,2012,Jeonbuk,157.78
Height,Female,40s,2013,Jeonbuk,158.14
Height,Female,40s,2014,Jeonbuk,158.08
Height,Female,40s,2015,Jeonbuk,158.47
Height,Female,40s,2016,Jeonbuk,158.62
Height,Female,40s,2017,Jeonbuk,158.70
Height,Female,40s,2018,Jeonbuk,158.84
Height,Female,40s,2019,Jeonbuk,158.84
Height,Female,40s,2012,Jeju,157.32
Height,Female,40s,2013,Jeju,157.72
Height,Female,40s,2014,Jeju,157.59
Height,Female,40s,2015,Jeju,158.23
Height,Female,40s,2016,Jeju,158.48
Height,Female,40s,2017,Jeju,158.57
Height,Female,40s,2018,Jeju,158.70
Height,Female,40s,2019,Jeju,158.70
Height,Female,40s,2012,Incheon,157.75
Height,Female,40s,2013,Incheon,158.24
Height,Female,40s,2014,Incheon,158.13
Height,Female,40s,2015,Incheon,158.62
Height,Female,40s,2016,Incheon,158.90
Height,Female,40s,2017,Incheon,158.93
Height,Female,40s,2018,Incheon,159.11
Height,Female,40s,2019,Incheon,159.11
Height,Female,40s,2012,Gyeongnam,158.19
Height,Female,40s,2013,Gyeongnam,158.60
Height,Female,40s,2014,Gyeongnam,158.54
Height,Female,40s,2015,Gyeongnam,158.94
Height,Female,40s,2016,Gyeongnam,159.20
Height,Female,40s,2017,Gyeongnam,159.17
Height,Female,40s,2018,Gyeongnam,159.30
Height,Female,40s,2019,Gyeongnam,159.30
Height,Female,40s,2012,Gyeonggi,157.95
Height,Female,40s,2013,Gyeonggi,158.39
Height,Female,40s,2014,Gyeonggi,158.36
Height,Female,40s,2015,Gyeonggi,158.84
Height,Female,40s,2016,Gyeonggi,159.06
Height,Female,40s,2017,Gyeonggi,159.07
Height,Female,40s,2018,Gyeonggi,159.23
Height,Female,40s,2019,Gyeonggi,159.23
Height,Female,40s,2012,Gyeongbuk,157.85
Height,Female,40s,2013,Gyeongbuk,158.20
Height,Female,40s,2014,Gyeongbuk,158.24
Height,Female,40s,2015,Gyeongbuk,158.60
Height,Female,40s,2016,Gyeongbuk,158.80
Height,Female,40s,2017,Gyeongbuk,158.83
Height,Female,40s,2018,Gyeongbuk,158.96
